Year,overshoot_CESM2-WACCM_J300_MA,overshoot_CESM2-WACCM_J50_MA,overshoot_CESM2-WACCM_WT_MA,overshoot_UKESM1-0-LL_J300_MA,overshoot_UKESM1-0-LL_J50_MA,overshoot_UKESM1-0-LL_WT_MA,overshoot_CESM2-WACCM_J300_PIGL5th,overshoot_CESM2-WACCM_J50_PIGL5th,overshoot_CESM2-WACCM_WT_PIGL5th,overshoot_UKESM1-0-LL_J300_PIGL5th,overshoot_UKESM1-0-LL_J50_PIGL5th,overshoot_UKESM1-0-LL_WT_PIGL5th
2007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2008.0,-0.0026787516474435,-0.0045015041363516,-0.0027005522086553,-0.0001169250527578,-0.0019291298722865,-0.0001285548452681,-0.0026787516474435,-0.0045015041363516,-0.0027005522086553,-0.0001169250527578,-0.0019291298722865,-0.0001285548452681
2009.0,-0.0065720393299383,-0.009622440718187,-0.0083453012841727,-0.0008713567762618,-0.0031646983661726,-0.0019370061178982,-0.0076646344272703,-0.0113711312978995,-0.0066547870333112,0.000352003016103,-0.0011204477136687,-0.0001810093021579
2010.0,-0.012393128141,-0.0170940058958985,-0.0132389660085397,-0.0017087975383767,-0.0050677690289334,-0.0047226937839375,-0.0111716646292218,-0.0169491579164577,-0.0077767196510491,0.0012507761008987,0.0002860572764842,-0.0001193857537616
2011.0,-0.012246616128343,-0.0174305917271718,-0.0111354250209571,-0.0018359382274054,-0.0062256228230769,-0.0060152199319928,-0.0116506458619256,-0.0188553084539396,-0.0045872950826681,0.0029626044146858,0.0016455198172092,0.0010380427870577
2012.0,-0.009951416322702,-0.0171205529625055,-0.0078729913127202,-0.0027244873170594,-0.0082193696659717,-0.0080033532616695,-0.0134620601303033,-0.022370375032466,-0.0040395466294237,0.0044434675907033,-0.0006831151812884,0.0012586893071628
2013.0,-0.0089533691534548,-0.019176776422171,-0.0064484447903607,-0.0057841977015094,-0.0119488991761876,-0.0114159818157726,-0.0202358274315145,-0.03074705446989,-0.0084344066143324,0.0034029916453983,-0.0060176561766632,-0.0002321047109592
2014.0,-0.008170143769882,-0.0200698630190225,-0.0043253734570304,-0.0097010682542767,-0.01670842536384,-0.0156897801915837,-0.0264480443718318,-0.0385238402337455,-0.0123873650595366,0.000690258238203,-0.0129677087879863,-0.0033033852840606
2015.0,-0.0085991242855777,-0.0225188149034188,-0.0028959768883447,-0.0144634122558486,-0.0224601314724745,-0.0208138083086607,-0.0277533667178521,-0.0415136140412879,-0.0116970305314719,-0.0030992476917382,-0.0208876217560846,-0.0072587368558023
2016.0,-0.0091977256295942,-0.025438749910463,-0.0015396836618514,-0.0165074613297576,-0.0256261354883292,-0.0230897920075604,-0.0249681390258365,-0.0404791081531659,-0.0073376681333327,-0.0042592479428773,-0.0259761752973965,-0.0083015565141787
2017.0,-0.0118100102354754,-0.0307506577706333,-0.0027248013994016,-0.0154917106299328,-0.0258987971180509,-0.0222191897784056,-0.0281635777227318,-0.0455899279939551,-0.0090598337942701,-0.0025228250666528,-0.028295987232415,-0.0060948717383603
2018.0,-0.0206149766327874,-0.0420218368601894,-0.0099410007398299,-0.0157530568717503,-0.0272234763590088,-0.0224834169990687,-0.0410144705706188,-0.0603588206154223,-0.0201688071380225,-0.0023109308814087,-0.0320543967507266,-0.005238049531535
2019.0,-0.0292162176888136,-0.0532168112004555,-0.0166635219658749,-0.0192834605516432,-0.0321309692027705,-0.0261516027793875,-0.0486964881551797,-0.070082288026251,-0.0263781280629903,-0.0054061591032173,-0.0392382228354071,-0.0078527066897413
2020.0,-0.0331911093999647,-0.0595942556900734,-0.0187901260318713,-0.0260672710970497,-0.0402592582525156,-0.0331538086431529,-0.047591265099576,-0.0711852976337671,-0.0238933285061193,-0.0118123719360579,-0.0496569307834626,-0.0137196118213864
2021.0,-0.0341590998374447,-0.0628589734043532,-0.0179253865475207,-0.0311353470809112,-0.0469469323639085,-0.0384418118510744,-0.039326165121172,-0.0651012270433382,-0.0143967452067063,-0.0165243180231935,-0.0583143647601821,-0.0178870728224454
2022.0,-0.0385450823209953,-0.0697790446028595,-0.0208955376383731,-0.0376589808718713,-0.0553841543224647,-0.0451506202732139,-0.0381400422995268,-0.0663234945276615,-0.0119971531673861,-0.0227316219989732,-0.0684646337461655,-0.023487387799085
2023.0,-0.0434232849878971,-0.0770949623034593,-0.0245147138106465,-0.0411692885628895,-0.0602974022828032,-0.04869366525692,-0.0393844702493522,-0.0698560641719204,-0.0119457682440944,-0.0265735745764875,-0.0752140842551353,-0.025886038210962
2024.0,-0.0459704985612417,-0.0821829546592632,-0.0258151572816023,-0.041927442213511,-0.0625359313926971,-0.0494123379454447,-0.0383590471954302,-0.0714310647256133,-0.0096454484335157,-0.0280587690015745,-0.079411224710989,-0.0256020907177114
2025.0,-0.0499795408253682,-0.0886235692554963,-0.0285178624339116,-0.0461396848596596,-0.0682722580478064,-0.0534036530975143,-0.0375926006655311,-0.0732012550346148,-0.0076277747725152,-0.0329285728395678,-0.086881068183397,-0.0288060370358015
2026.0,-0.056241098770946,-0.0974950754821727,-0.0337495161090482,-0.0503387260404451,-0.0742550404216815,-0.05753639301763,-0.0397399262666346,-0.0778824828909356,-0.0085379646092227,-0.0373085328833905,-0.0928116456010218,-0.0312151603601537
2027.0,-0.0621025188930547,-0.1059881810722344,-0.0385805752910423,-0.053264121938115,-0.0789829730962857,-0.0606040983280754,-0.040993495786561,-0.0814857327969232,-0.0087197393393716,-0.0401503770174968,-0.0967344017569168,-0.0320311376408397
2028.0,-0.0647564823485985,-0.1111029073039264,-0.0401997318045771,-0.0567090484916803,-0.0842819641281086,-0.064126926286507,-0.0391702685855029,-0.0816238598765629,-0.0058929670791,-0.0437713067596119,-0.1017097141442454,-0.0337486135883028
2029.0,-0.0701361380560012,-0.1190911606988783,-0.044686709387521,-0.0632261454690343,-0.0927248444771793,-0.07067915420503,-0.0402374263975818,-0.0848550763568687,-0.0059626706011642,-0.0507642882636625,-0.1101214930442684,-0.0385512227006651
2030.0,-0.0795809919159692,-0.1309231388409634,-0.053288823976063,-0.0692061701113039,-0.100628090027489,-0.0768222167164345,-0.0487515242059551,-0.095682671939455,-0.0134481493600901,-0.0571732022108149,-0.1181494777801588,-0.042973911186927
2031.0,-0.0861673276738875,-0.1399034855888296,-0.0590989953487275,-0.0716575957170385,-0.1050538106318876,-0.0794406001537204,-0.0512079492225816,-0.1006013893667239,-0.0146873603522753,-0.060249354527304,-0.1227269869823146,-0.0441135693042335
2032.0,-0.0924372636228408,-0.1487987562574092,-0.0645501783208989,-0.0754056928890183,-0.1102998408104943,-0.0830868604844938,-0.0530035464707876,-0.1046895610229579,-0.0152029872353242,-0.0634240543031538,-0.127243205119384,-0.0451343055887758
2033.0,-0.0951805523018544,-0.15398421735428,-0.0663551738265424,-0.0840013261622927,-0.1208154939770029,-0.0912484103302489,-0.0481022683936459,-0.1018856969381231,-0.0090893358515743,-0.071262035913073,-0.1366448817039916,-0.0510825188855024
2034.0,-0.0986568308561231,-0.159804608895695,-0.0688025902061312,-0.0946073496910516,-0.133555240707215,-0.1012790815287089,-0.047651206905165,-0.1037342796380515,-0.0073799902918469,-0.081145884047049,-0.1486256820741085,-0.0596874196890182
2035.0,-0.1042635011957539,-0.1677793985907088,-0.0735314256782997,-0.1047427316630472,-0.1460061387587067,-0.1107991612199007,-0.0516759808286274,-0.1098124248730222,-0.0103051834237891,-0.0906808153881086,-0.1603144977203189,-0.0676518363182351
2036.0,-0.111684455524308,-0.1775776997342494,-0.0800214449416824,-0.1117425175235744,-0.155408748939947,-0.1170985586581498,-0.0556425226957053,-0.1157665896946446,-0.013295108885261,-0.0976624155554223,-0.1692939018553126,-0.0728332366620237
2037.0,-0.1220300984080096,-0.1903650664637236,-0.0895888572887374,-0.1158164583716215,-0.1618232041711895,-0.1203570729338784,-0.053293485821144,-0.1155251945380712,-0.0100224643851249,-0.1017981018080454,-0.175206839399201,-0.0748956174148914
2038.0,-0.1309219875460068,-0.2017128285392798,-0.0977403481165566,-0.1225336148950376,-0.1709446438177057,-0.12626533105582,-0.0365460403731541,-0.1009819748229275,0.0075591879383184,-0.1085727075508631,-0.183872973551467,-0.0792949313847015
2039.0,-0.1324167984536127,-0.2055524165616589,-0.0984860836370074,-0.1297128010249398,-0.1804052714238235,-0.1327650823829082,-0.0130035182718995,-0.079518307011724,0.0321224520962805,-0.1160380775822099,-0.1928831357807003,-0.0843603318168851
2040.0,-0.1289333244233478,-0.204360212921173,-0.0941162801271092,-0.1386602684204866,-0.1915203451541876,-0.140968731038564,0.0127349576731434,-0.0556277866823772,0.059014236860554,-0.1253315296739398,-0.2037109964881098,-0.0913092464041282
2041.0,-0.1290739116295219,-0.2066966067965246,-0.0932830965703647,-0.145699019582017,-0.200643349920298,-0.1472437119839903,0.028191857629137,-0.0417283552414481,0.0753243166632717,-0.1328199023168013,-0.2125679750017648,-0.0966248364084291
2042.0,-0.1297498136727843,-0.2094506152555567,-0.0931348194154559,-0.1480921620848429,-0.2050541100941902,-0.1488917318745102,0.0416272860846525,-0.0301239182117947,0.0893416197609919,-0.1359180486439552,-0.2171057697168136,-0.0975308435521653
2043.0,-0.134323082859107,-0.2160136377222438,-0.0968929757452563,-0.1562831807849025,-0.2153028403499119,-0.1565203649952506,0.0491676498852142,-0.0242401525117185,0.0975063808292052,-0.1451338617734307,-0.2277629766225297,-0.104689381819725
2044.0,-0.1390001438428953,-0.2226796926755708,-0.1007958689782113,-0.1651834074897923,-0.2261297112165258,-0.1649656481267745,0.0550593870267734,-0.0194029027867238,0.104118823643278,-0.1536011960731029,-0.2381397093782361,-0.1115090933679769
2045.0,-0.1429847163740857,-0.2286741939044388,-0.1040357843682028,-0.1707618686958189,-0.2330933964475422,-0.1698439733990698,0.0620917027378871,-0.0132055827463839,0.1121994448755507,-0.1578337403842803,-0.244730154356398,-0.1150420642452235
2046.0,-0.1494979378746633,-0.2370094744649148,-0.1099628675467454,-0.1756498296901407,-0.2394676845301722,-0.1738703660679221,0.0704639392142051,-0.0056147486659278,0.1214450799277241,-0.1620570914281814,-0.2512277488786262,-0.1186000731629197
2047.0,-0.1517106440991915,-0.2410505536280046,-0.1116451560839345,-0.1816686736939357,-0.2468891663166396,-0.17883858497144,0.0824282940210421,0.0052484656289014,0.1347240929296712,-0.1675145515905799,-0.2586032236547769,-0.1231089405718037
2048.0,-0.1490998011222629,-0.2402479969064569,-0.1085315276142872,-0.1878067402881666,-0.2543820023874892,-0.1840742296231813,0.1008355690373915,0.0222233226514942,0.1543336216360297,-0.1728997369047018,-0.266084139259185,-0.1272148737726809
2049.0,-0.1453633709803753,-0.2382114921426511,-0.1042909023255393,-0.1958330742524954,-0.2635636640499667,-0.1911726199903004,0.1201219472583788,0.0408894828650656,0.1750499379956181,-0.1802221809652291,-0.2756818266845068,-0.1333064529136653
2050.0,-0.1438948359299304,-0.2386127406837146,-0.1023708586161676,-0.2048178175524067,-0.2737885615210694,-0.198953690230398,0.1363833851594008,0.056517210568403,0.1928944694633395,-0.1882220737068946,-0.2856702436076058,-0.139936987160693
2051.0,-0.1446771068339032,-0.2412182045777591,-0.1026825007434494,-0.2154720229460338,-0.2853049194566815,-0.2084103566275009,0.1530763496542274,0.0729610873375548,0.2112033742009801,-0.1979356265140238,-0.297190753507244,-0.147933829366603
2052.0,-0.1415371364507513,-0.2397463020202316,-0.0990575971769266,-0.2239810852703074,-0.2948679651198184,-0.2157026631851182,0.1768116208172287,0.0967008744713174,0.2368215651879835,-0.2059666581215024,-0.3069555418006136,-0.1542178242259948
2053.0,-0.1358951121577989,-0.2358080688273543,-0.0929963509801716,-0.2316386745283492,-0.3037384111434765,-0.2219712596404429,0.2047055652732677,0.1250253775919707,0.2674769757671071,-0.2132158471553414,-0.3159894758657357,-0.1601655951575599
2054.0,-0.1286159680016407,-0.2302621478553966,-0.0853840233198685,-0.2422671767963571,-0.3155537907626378,-0.2311799592171071,0.2343796250577653,0.1548691057726857,0.3003695907382984,-0.2233864359544095,-0.3277839504123263,-0.1691947814951951
2055.0,-0.1201492515062657,-0.223761141716132,-0.0765522686541456,-0.2530491611581966,-0.3276291210595948,-0.2404728976104013,0.2672329155076662,0.1882271802506232,0.3361997796869569,-0.2337217990386427,-0.339866139840313,-0.1785623503822188
2056.0,-0.111750557491725,-0.2170124547118028,-0.0678991584799206,-0.2595037571740587,-0.3353556262245835,-0.2455351127947488,0.3008842071806013,0.2231934264300304,0.3726166529378699,-0.239869493103866,-0.3476052236957436,-0.1836425279229318
2057.0,-0.0998729864470495,-0.2068374843140633,-0.0558459484097274,-0.2613535420253472,-0.3384932279794842,-0.24604719730598,0.3405662714689838,0.2643930140616472,0.416109225910286,-0.2411627699406812,-0.3505521941245836,-0.1839054877364097
2058.0,-0.0911031001831826,-0.1995287075374585,-0.0466412828725404,-0.2669905622090087,-0.3454960054698709,-0.2505330780089949,0.3791160062850894,0.3056478696444435,0.4594069121730039,-0.2465044130440651,-0.3574612058170357,-0.1883478860123073
2059.0,-0.0868414187295769,-0.1962578027341326,-0.0415765222424659,-0.2748949444766909,-0.354633224466823,-0.2571195544750794,0.4149463887137689,0.3449342504604559,0.5009508305525281,-0.254316623913202,-0.3666205446789322,-0.1949898879867813
2060.0,-0.0776370898864975,-0.1880071857154504,-0.0315691856133852,-0.2822369335102078,-0.3633630229589621,-0.2630505954227146,0.4563928279710988,0.3904272186804276,0.5488537787174455,-0.2604098617681055,-0.3739712259902195,-0.1989072965703659
2061.0,-0.0711822973853603,-0.1822103646479925,-0.0239640639612669,-0.2875231041855775,-0.3695242294565425,-0.2662379624969886,0.4965562305039939,0.4342914421346,0.5964153040555918,-0.2640183767711422,-0.3789335135935809,-0.2009325729763493
2062.0,-0.0643048761878075,-0.1760379404803973,-0.015944295356113,-0.2902853216692273,-0.3733871019728844,-0.2672588084900339,0.5412683232300645,0.483109905080543,0.6489884306156418,-0.2656259073198462,-0.3818710743876014,-0.2009510363324078
2063.0,-0.0521537229778146,-0.1646471610902418,-0.0024990203606457,-0.2937877520988242,-0.3782763619547653,-0.2690640800518458,0.5891935119267653,0.5363502609316658,0.7059734624975785,-0.2681889536167922,-0.3860910622334644,-0.2021432606624024
2064.0,-0.0433070291309237,-0.1567578817114757,0.0076326695170102,-0.2995512666091732,-0.3855995064772743,-0.273245543505673,0.6332455785149113,0.5866192396705114,0.7597025759719517,-0.272959121984702,-0.3924290254964344,-0.2054884989865412
2065.0,-0.0405056189931924,-0.1548668648120503,0.0118289212306706,-0.3033915099801429,-0.3909137319736707,-0.2754675916944246,0.6738380717500521,0.6326947404189398,0.8095815267351962,-0.2762153910287163,-0.3972282401484013,-0.2074066978927148
2066.0,-0.039156012008366,-0.1543672334290348,0.0145918475861857,-0.3063734464909287,-0.3952576701335319,-0.2765725724444265,0.7159876150482504,0.6821976960853848,0.8617285122143261,-0.2783741884563705,-0.4006526189774683,-0.207917768506985
2067.0,-0.028736454050275,-0.144594597736665,0.0263837805655264,-0.3097510492215666,-0.3996988016886769,-0.2782900333085834,0.7673267592378953,0.7424472590390928,0.924807234650677,-0.2809733801922403,-0.4044568993971801,-0.2092238836994788
2068.0,-0.0097407746371012,-0.1265554370303495,0.046883777945373,-0.3163990071323681,-0.4074851381993265,-0.2833539136663218,0.8295650761472909,0.8152339136796822,0.9998287153479076,-0.287040718228074,-0.4119184146900144,-0.2139685243112306
2069.0,-0.000999662246339,-0.1185898691081164,0.0574298428179117,-0.3272725574386911,-0.4194017482979669,-0.2926432110428809,0.8799831730415684,0.8778239040381334,1.0628070103125489,-0.2978225641479369,-0.4239824827490594,-0.2233407068570544
2070.0,0.0011097196711286,-0.1169638893335699,0.0615699467428697,-0.3369053869970396,-0.4302524688091422,-0.3007144348396773,0.923626276358356,0.933649851317824,1.11963457868233,-0.3075988816222489,-0.4350955116837138,-0.2317635772976163
2071.0,0.0042618998005721,-0.11425051812103,0.0670433996874657,-0.3422272798349237,-0.4363232441195832,-0.3045920129348857,0.9705379041818548,0.9913226286160182,1.1798988311419365,-0.3121411039588849,-0.4409134898287744,-0.2343964623250059
2072.0,0.0090944221027815,-0.1098883993921399,0.074074147501892,-0.3446234357961711,-0.4397916557770876,-0.3056083598768798,1.0249859078457173,1.057064531961209,1.248800374294851,-0.3134916313513542,-0.4433270956677634,-0.2337221024480099
2073.0,0.0214055906226194,-0.0982453994704203,0.0884037046681833,-0.3503012768033505,-0.4467672407715063,-0.3098663541149431,1.0887926803750594,1.1330996676976464,1.329713449075712,-0.3186992588642286,-0.4498617557338599,-0.2372918238017531
2074.0,0.0363047773564983,-0.0837126678063718,0.1053917259919068,-0.3566541276211176,-0.4543557648862732,-0.3146694287343821,1.1526294477611585,1.209523012119981,1.4117706305869144,-0.32466477877811,-0.4571529472259629,-0.241919674361674
2075.0,0.046432645955332,-0.0740037235243481,0.1177678076589656,-0.3604390834056772,-0.4593788567027243,-0.3170701485324085,1.2125373743744192,1.282233796976158,1.4917042123565112,-0.3280038974994011,-0.4620674400350447,-0.2443629225272387
2076.0,0.0564596544101577,-0.0638816049002699,0.1304649056257113,-0.366353996467519,-0.4666092618689013,-0.3216663699049918,1.2835401694151478,1.3666216063090295,1.5847065104514484,-0.3337092570654167,-0.4693720103527172,-0.2492230026346272
2077.0,0.0709230007624919,-0.0492172302749738,0.1472769438300652,-0.3720277347473761,-0.4735190863106926,-0.3260358561545907,1.361558106044774,1.4610024506607349,1.6859261412666644,-0.3392618445300181,-0.4763556550470017,-0.2536877022758146
2078.0,0.0891985766410794,-0.030883497611598,0.1675206329343676,-0.374503746261405,-0.4773119965925483,-0.3273060068515016,1.4526396478711054,1.569231149436054,1.8022235000563136,-0.3416233446009102,-0.4800766034609989,-0.2551590713113013
2079.0,0.1051340190085816,-0.0144517200208893,0.1858491920356082,-0.3790607214261746,-0.4832514233052098,-0.330752944292414,1.5406267148620083,1.67553053530177,1.9193385361064328,-0.3464536754868502,-0.4861091004732448,-0.2589006042898752
2080.0,0.1217993682694343,0.0032611888591357,0.2048878356912001,-0.3883145991803177,-0.4939105187429873,-0.3389594393209323,1.6315893405166668,1.7875247873769124,2.0449103950249023,-0.3561106380244775,-0.4971418020000986,-0.2675664946449109
2081.0,0.1402287526260972,0.0233654161699379,0.2259460989550169,-0.3963889543798305,-0.503404327063006,-0.346072714459699,1.727545157901373,1.9048723972587247,2.1757148630313865,-0.3646303575128641,-0.507025986787912,-0.2753850904149289
2082.0,0.158030477764211,0.0425621218122256,0.2464329520468983,-0.399861410637453,-0.5084351158381565,-0.3486939812521099,1.824892917375118,2.023350340825434,2.3073782461763312,-0.3687177579744892,-0.5123254632994176,-0.278636024299864
2083.0,0.1765759138591902,0.0623659884417564,0.2670105883030256,-0.4108916193390186,-0.5211864348416293,-0.3587790478898706,1.92813698667116,2.1494574694798976,2.444749812883611,-0.3801854028122268,-0.5251255615532047,-0.2893009223698393
2084.0,0.1973960105869688,0.0850067493486893,0.2902799399843845,-0.423116359580631,-0.5349762358427083,-0.3701079016945002,2.035764720104872,2.2790509720718166,2.5879409499525137,-0.3928186518126406,-0.5389798209059935,-0.3012067915087429
2085.0,0.2172242351061308,0.1061657564119431,0.312771817379297,-0.429760528433891,-0.5434006709515574,-0.3759706485757811,2.143242120276475,2.4087013105397976,2.731607625045441,-0.3998437534795706,-0.5472464070850063,-0.3074109762111964
2086.0,0.2351914944158689,0.1254888334160457,0.3336316780630123,-0.4404186061355071,-0.5558057425127553,-0.3858094759490336,2.248488238189752,2.539958981777386,2.872951491724808,-0.4109878202567423,-0.5596679533204311,-0.3175466866671038
2087.0,0.2547666175077209,0.146347209999759,0.3566238803311159,-0.448044345940302,-0.5650395259894753,-0.3924982119861963,2.3583328317292165,2.678849718574424,3.0197902338780542,-0.4191674027457566,-0.5691797439387056,-0.3248063611707426
2088.0,0.2762394173263255,0.16969311536399,0.3818079474415454,-0.4552656208784836,-0.5739636625498263,-0.3988556057830547,2.4680261777747687,2.822704541796743,3.171202557021348,-0.4266312652113283,-0.5781365743511676,-0.3313739841196488
2089.0,0.3008526137112862,0.1963931297668474,0.4102086353183339,-0.4611956224976026,-0.5815549557073622,-0.4039872905764716,2.581126300563068,2.9736872037893813,3.335178920144455,-0.43317851261517,-0.5859082778795092,-0.3371095994332205
2090.0,0.3196064679236482,0.2172707282441529,0.4329288447804659,-0.4651997839386129,-0.5873310218434643,-0.4071935178172734,2.68587294632128,3.1201050279153835,3.493047573762276,-0.4376468705024158,-0.5917455265447448,-0.34094467478174
2091.0,0.3356690930507279,0.2358334980992945,0.4531029299783091,-0.4719373911447415,-0.5957059473178604,-0.4131720715593132,2.7859567161977523,3.2688615896148554,3.633340846558221,-0.4443174337074203,-0.599860338094523,-0.3473337405652448
2092.0,0.3600572516269892,0.2624823254644914,0.4819097686435753,-0.4768118086186328,-0.6022967809605242,-0.4173954310739775,2.8933989213463582,3.4273262248259684,3.774006231791242,-0.449498382363017,-0.6064278158472918,-0.3521727647035965
2093.0,0.3846534390035379,0.2894719342757531,0.5107577112944144,-0.4837060034551553,-0.6109630490606927,-0.4236887013796221,2.998444694128536,3.5831630152184397,3.909365179096005,-0.4569313096276575,-0.615147391339856,-0.3592520760112075
2094.0,0.4043673647306286,0.3120496923500644,0.5345796395180431,-0.4921347092056528,-0.6210360574843888,-0.431461709568373,3.097914485819381,3.736063982560224,4.038807471327153,-0.4657890549161457,-0.6253573224458621,-0.3676670543247491
2095.0,0.4205530393059571,0.331376105269514,0.5551209093400764,-0.498397006804204,-0.6289104792400382,-0.4370599112210804,3.193732366569187,3.8925112888025457,4.163680482191512,-0.4721893982047805,-0.6331293774901032,-0.3735237314177243
2096.0,0.4408646304933046,0.355035633225146,0.5801552371092202,-0.5013121776933154,-0.6334851961507699,-0.4392907707241634,3.294133565950905,4.073838403605926,4.289332541860925,-0.4752851436167209,-0.6375087624852114,-0.3761199209864346
2097.0,0.4628930292893837,0.3801265209703697,0.6071504462331823,-0.5056591869253076,-0.6395517099383272,-0.4429375020976163,3.394974129227875,4.252355301027152,4.414687135709583,-0.4797381919418872,-0.6432934499656076,-0.380093022854798
2098.0,0.4802260780403259,0.4007781051921603,0.6294830615704523,-0.513846408566669,-0.6494549618501363,-0.4504819363969946,3.493822185139667,4.412395171250768,4.533580045233492,-0.4882718591904384,-0.6531499251896836,-0.3881176017840416
2099.0,0.5018501535213495,0.42578736388848,0.6568094819273449,-0.5176099353622522,-0.654993196195714,-0.4536902588788595,3.598601241235482,4.573511545262632,4.656688023492562,-0.4924386441905097,-0.6584631820003171,-0.3917228586254093
2100.0,0.5285962381612775,0.4565179669819464,0.6893535586163079,-0.5209701433522194,-0.6601521660772849,-0.4564709628131657,3.711528135768316,4.732321332246779,4.785440799757825,-0.4963631883921462,-0.6636417064186306,-0.3950995279040614
2101.0,0.5519008577971092,0.483468178528415,0.718818602244833,,,,3.819583810877204,4.882995970978721,4.909108917015746,,,
2102.0,0.5728071346653134,0.5074887204498968,0.7458174154231433,,,,3.9285656613464033,5.038199854824228,5.030903764911868,,,
2103.0,0.5995523909643682,0.537774318076394,0.7789421633103588,,,,4.0491859780656165,5.206318530326637,5.156042063930958,,,
2104.0,0.6231432869414086,0.5652188551611895,0.8093401414294488,,,,4.175223630456327,5.363912595231231,5.2765520453549,,,
2105.0,0.6459716662597071,0.5913401802325983,0.8386821351742667,,,,4.305420755986711,5.519412609756447,5.393799039667565,,,
2106.0,0.6761339452113635,0.625658241622852,0.8760685204340032,,,,4.439040530774004,5.679806505076096,5.513443714109003,,,
